ticker,period,category,price,support,resistance,dist_to_support_pct,dist_to_resistance_pct,volume_ratio,entry_trigger,entry_signal,signal_active,is_retest,retest_level,days_since_breakout,retest_worst_undercut_pct,tight_prior_base,prior_base_range_pct,company_name,sector,industry,description
ANF,3mo,RETEST_BUY,135.76,135.43,154.9,0.24,14.1,0.64,135.43,"ENTER - retest of 135.43 breakout level (15d ago), holding",True,True,135.43,15.0,1.13,False,48.61,Abercrombie & Fitch Company,Consumer Cyclical,Apparel Retail,"Abercrombie & Fitch Co., through its subsidiaries, operates as an omnichannel retailer in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. It offers an assortment of apparel, personal care products, and accessories for men, women, and kids under the Abercrombie & Fitch, abercrombie kids, Your Personal Best, Hollister, and Gilly Hicks brands. The company sells products through i"
ANGH,3mo,NEAR_RESISTANCE_AVOID,3.65,3.32,3.65,9.94,0.0,0.13,3.65,WAIT - buy trigger is a close above 3.65,False,False,,,,,,Anghami Inc.,Communication Services,Entertainment,"Anghami Inc. operates a music-streaming platform in the Middle East and North Africa. It offers digital entertainment and online streaming services, including music, podcasts, music videos, live events, movies, and series. The company also provides a library of approximately 18,000 hours of premium video, including HBO content; and approximately 100 million Arabic and international songs and podca"
ANGI,3mo,NEAR_RESISTANCE_AVOID,5.3,4.71,5.36,12.53,1.13,1.75,5.36,WAIT - buy trigger is a close above 5.36,False,False,,,,,,Angi Inc.,Communication Services,Internet Content & Information,"Angi Inc. connects home professionals with consumers in the United States and internationally. The company provides consumers with tools and resources to help them find local, pre-screened and customer-rated professionals, and refers consumers to independently established home professionals; and connects consumers with professionals in various service categories in its nationwide network through d"
ANGO,3mo,NEUTRAL,15.44,14.85,16.02,3.97,3.76,3.09,16.02,NO SIGNAL - next trigger is a close above 16.02,False,False,,,,,,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,"AngioDynamics, Inc., a medical technology company, designs, manufactures, and sells products for the treatment of cardiovascular disease and cancer diagnoses in the United States and internationally. The company operates through Med Tech and Med Device segments. It offers Auryon Atherectomy system that delivers an optimized wavelength and short pulse width to remove lesions while preserving vessel"
ANGX,3mo,NEAR_RESISTANCE_AVOID,5.27,5.16,5.33,2.13,1.14,2.52,5.33,WAIT - buy trigger is a close above 5.33,False,False,,,,,,"Angel Studios, Inc.",Communication Services,Entertainment,"Angel Studios, Inc. operates as a media and technology company. The company produces and distributes films and series; and releases licensed films or shows. The company's platform allows users to watch movies, shows, and documentaries for all ages through its streaming platform. It also offers apparel, DVDs, Blu-rays, books; direct online store for Angel Studios themed products and wholesale produ"
ANIK,3mo,NEAR_RESISTANCE_AVOID,20.81,20.14,21.25,3.33,2.11,1.2,21.25,WAIT - buy trigger is a close above 21.25,False,False,,,,,,Anika Therapeutics Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,"Anika Therapeutics, Inc., a joint preservation company, focuses on early intervention orthopedics in the United States, Europe, and internationally. The company offers osteoarthritis (OA) pain management products and services, such as Monovisc and Orthovisc, which are single- and multi-injection, HA viscosupplement products indicated for pain relief from OA conditions, as well as Cingal, a non-opi"
ANIP,3mo,NEUTRAL,76.14,73.27,78.93,3.92,3.66,3.16,78.93,NO SIGNAL - next trigger is a close above 78.93,False,False,,,,,,"ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,"ANI Pharmaceuticals, Inc., a biopharmaceutical company, develops, manufactures, and markets branded and generic pharmaceutical products in the United States and internationally. The company provides injectables, softgel capsules, and Cortrophin gel, as well as ILUVIEN and YUTIQ products. It also manufactures oral solid dose products, semi-solids, liquids, topicals, controlled substances, and poten"
ANIX,3mo,NEUTRAL,2.77,2.66,2.97,4.14,7.22,0.95,2.97,NO SIGNAL - next trigger is a close above 2.97,False,False,,,,,,"Anixa Biosciences, Inc.",Healthcare,Biotechnology,"Anixa Biosciences, Inc., a biotechnology company, develops therapies and vaccines that are focused on critical unmet needs in oncology. Its therapeutics programs comprising the development of liraltagene autoleucel, a chimeric endocrine receptor-T cell therapy, a novel form of chimeric antigen receptor-T cell (CAR-T) technology that is focused on treating ovarian cancer. The company also engaged i"
ANL,3mo,NEAR_RESISTANCE_AVOID,15.74,13.2,16.16,19.24,2.67,0.9,16.16,WAIT - buy trigger is a close above 16.16,False,False,,,,,,Adlai Nortye Group Ltd.,Healthcare,Biotechnology,"Adlai Nortye Group Ltd., a clinical-stage biopharmaceutical company, engages in the discovery and development of cancer therapies. The company's pipeline centers on RAS-targeting therapies and next-generation cancer immunotherapies. Its RAS-targeting programs include AN9025, an oral pan-RAS(ON) inhibitor for RAS-driven cancers, and AN4035, a CEACAM5-targeting antibody-drug conjugate that delivers "
ANNA,3mo,NEUTRAL,3.27,3.13,3.59,4.47,9.79,1.09,3.59,NO SIGNAL - next trigger is a close above 3.59,False,False,,,,,,"AleAnna, Inc.",Energy,Oil & Gas E&P,"AleAnna, Inc., a development-stage natural gas resource company, focuses on delivering critical natural gas supplies in Europe and Italy. It operates in two segments, Conventional and Renewable. The company is involved in onshore conventional natural gas exploration and development and renewable natural gas development business. It also provides electricity generated from renewable natural gas der"
ANNX,3mo,NEUTRAL,4.23,3.79,5.32,11.61,25.77,1.79,5.32,NO SIGNAL - next trigger is a close above 5.32,False,False,,,,,,"Annexon, Inc.",Healthcare,Biotechnology,"Annexon, Inc., a clinical-stage biopharmaceutical company, discovers and develops medicines for treating inflammatory-related diseases. The company provides Tanruprubart, an investigational full-length monoclonal antibody, which is in Phase 3 clinical trial for the treatment of patients with guillain-barré syndrome; completed Phase II clinical trial for treating Huntington's disease; and in Phase "
ANPA,3mo,BELOW_SUPPORT,2.05,2.15,4.39,-4.65,114.15,0.16,2.15,WAIT - needs to reclaim 2.15 before entry,False,False,,,,,,Rich Sparkle Holdings Limited,Industrials,Specialty Business Services,"Rich Sparkle Holdings Limited operates as a financial printing and corporate services provider in Hong Kong. The company specializes in designing and printing financial print materials. It offers listing documents, financial reports, fund documents, circulars, and announcements. It also provides financial printing services, such as typesetting, proofreading, translation, design, and printing; advi"
ANRO,3mo,RETEST_BUY,30.27,29.87,37.43,1.34,23.65,4.84,29.87,"ENTER - retest of 29.87 breakout level (6d ago), holding",True,True,29.87,6.0,0.01,False,9.76,"Alto Neuroscience, Inc.",Healthcare,Biotechnology,"Alto Neuroscience, Inc. operates as a clinical-stage biopharmaceutical company in the United States. The company's product pipeline includes ALTO-100, which is in Phase 2b clinical trial for the treatment of patients with bipolar depression (BPD). It also develops ALTO-300, a small molecule melatonergic agonist and serotonergic antagonist with antidepressant properties, which is in Phase 2b clinic"
ANTA,3mo,NEUTRAL,3.31,3.0,3.95,10.33,19.34,0.3,3.95,NO SIGNAL - next trigger is a close above 3.95,False,False,,,,,,Antalpha Platform Holding Compa,Financial Services,Credit Services,"Antalpha Platform Holding Company provides financing, technology, and risk management solutions to the digital asset industry in Singapore and internationally. It operates through two segments, Antalpha Prime and XAUt Treasury Strategy. The Antalpha Prime segment provides technology-based supply chain financing and platform services. The XAUt Treasury Strategy segment focuses on digital asset trea"
ANTX,3mo,NEAR_RESISTANCE_AVOID,5.05,4.55,5.16,10.99,2.18,3.24,5.16,WAIT - buy trigger is a close above 5.16,False,False,,,,,,"AN2 Therapeutics, Inc.",Healthcare,Biotechnology,"AN2 Therapeutics, Inc., a biopharmaceutical company, focuses on discovering and developing novel small molecule therapeutics. The company's initial candidate includes epetraborole, which is phase 3 clinical trial as a once-daily oral treatment for patients with non-tuberculous mycobacterial lung disease, as well as studying for the treatment of acute melioidosis. It also develops AN2-502998 (AN153"
ANVS,3mo,NEUTRAL,1.14,1.04,1.85,9.62,62.28,1.22,1.85,NO SIGNAL - next trigger is a close above 1.85,False,False,,,,,,"Annovis Bio, Inc.",Healthcare,Biotechnology,"Annovis Bio, Inc., a clinical stage drug platform company, develops drugs to treat neurodegeneration in the United States. The company's lead product candidate is Buntanetap, which is in phase 3 to treat alzheimer's disease, as well as in open-label phase 3 to treat parkinson's disease. It also develops ANVS405, which is in phase 2 and 3 clinical trials for the treatment of traumatic brain injury "
ANY,3mo,NEUTRAL,3.09,2.55,3.59,21.18,16.18,2.96,3.59,NO SIGNAL - next trigger is a close above 3.59,False,False,,,,,,Sphere 3D Corp.,Financial Services,Capital Markets,"Sphere 3D Corp. engages in the bitcoin mining business. The company is involved with bitcoin mining pool operators as its customers to provide a service to perform hash calculations for the mining pool operators. The company is based in Stamford, Connecticut."
AOD,3mo,RETEST_BUY,10.5,10.48,10.77,0.19,2.57,1.15,10.48,"ENTER - retest of 10.48 breakout level (12d ago), holding (tight prior base)",True,True,10.48,12.0,1.91,True,3.46,Abrdn Total Dynamic Dividend Fund,Financial Services,Asset Management,"Abrdn Total Dynamic Dividend Fund is a closed-ended equity mutual fund launched and managed by Alpine Woods Capital Investors, LLC. The fund invests in the public equity markets across the globe. It seeks to invest in stocks of companies across diversified sectors. The fund invests in growth and value stocks of companies across all market capitalizations. It employs fundamental analysis with a com"
AOMD,3mo,NEAR_RESISTANCE_AVOID,25.1,25.04,25.11,0.24,0.04,0.52,25.11,WAIT - buy trigger is a close above 25.11,False,False,,,,,,"Angel Oak Mortgage REIT, Inc. 9",,,
AOMN,3mo,RETEST_BUY,25.28,24.97,25.42,1.24,0.55,0.53,24.97,"ENTER - retest of 24.97 breakout level (25d ago), holding (tight prior base)",True,True,24.97,25.0,-0.32,True,1.2,"Angel Oak Mortgage REIT, Inc. 9",,,
AOMR,3mo,RETEST_BUY,7.9,7.94,8.39,-0.5,6.2,4.64,7.94,"ENTER - retest of 7.94 breakout level (18d ago), holding (tight prior base)",True,True,7.94,18.0,0.5,True,6.51,"Angel Oak Mortgage REIT, Inc.",Real Estate,REIT - Mortgage,"Angel Oak Mortgage REIT, Inc., a real estate finance company, focuses on acquiring and investing in first lien nonqualified mortgage loans and other mortgage-related assets in the United States mortgage market. It offers investment securities; residential mortgage loans; and commercial mortgage loans. The company also offers futures contracts; non-agency residential mortgage backed securities; non"
AON,3mo,RETEST_BUY,295.64,298.48,362.44,-0.95,22.6,2.04,298.48,"ENTER - retest of 298.48 breakout level (4d ago), holding",True,True,298.48,4.0,1.84,False,17.5,Aon plc,Financial Services,Insurance Brokers,"Aon plc operates as a professional services firm in the United States, rest of the Americas, the United Kingdom, Ireland, rest of Europe, the Middle East, Africa, and the Asia Pacific. It operates through Risk Capital and Human Capital segments. The company offers commercial risk solutions comprising retail and insurance brokerage, specialty solutions, global risk consulting, captives management, "
AORT,3mo,NEAR_RESISTANCE_AVOID,23.35,22.83,24.04,2.28,2.96,3.02,24.04,WAIT - buy trigger is a close above 24.04,False,False,,,,,,"Artivion, Inc.",Healthcare,Medical Devices,"Artivion, Inc. manufactures, processes, and distributes medical devices and implantable human tissues worldwide. The company offers On-X prosthetic aortic and mitral heart valves; On-X ascending aortic prosthesis; CarbonAid CO2 diffusion catheters; Chord-X ePTFE sutures; pyrolytic carbon coating services; E-vita Open NEO, a hybrid stent graft; Arcevo, an LSA hybrid stent graft system; AMDS hybrid "
AOS,3mo,RETEST_BUY,56.95,56.61,61.22,0.6,7.5,2.46,56.61,"ENTER - retest of 56.61 breakout level (13d ago), holding (tight prior base)",True,True,56.61,13.0,0.21,True,7.39,A.O. Smith Corporation,Industrials,Specialty Industrial Machinery,"A. O. Smith Corporation manufactures and markets residential and commercial gas and electric water heaters, boilers, heat pumps, tanks, and water treatment products in North America, China, Europe, and India. The company offers water heaters for residences, restaurants, hotels, office buildings, laundries, car washes, and small businesses; boilers for hospitals, schools, hotels, homes, apartments,"
AOSL,3mo,NEAR_SUPPORT_BUY,25.4,25.03,26.25,1.48,3.35,3.2,25.03,ENTER - holding support at 25.03,True,False,,,,,,Alpha and Omega Semiconductor L,Technology,Semiconductors,"Alpha and Omega Semiconductor Limited designs, develops, and supplies power semiconductor products for computing, consumer electronics, communication, and industrial applications in Hong Kong, China, South Korea, the United States, and internationally. The company offers power discrete products, including industry standard trench metal-oxide-semiconductor field-effect transistors (MOSFETs), Shield"
AOUT,3mo,NEUTRAL,16.42,12.24,16.09,34.15,-2.01,0.37,16.09,NO SIGNAL - next trigger is a close above 16.09,False,False,,,,,,"American Outdoor Brands, Inc.",Consumer Cyclical,Leisure,"American Outdoor Brands, Inc. provides outdoor products and accessories for rugged outdoor enthusiasts in the United States and internationally. It provides shooting sports accessories products, including rests, vaults, and other related accessories; outdoor lifestyle products, such as premium sportsman knives and tools for fishing and hunting; land management tools for hunting preparedness and fo"
AP,3mo,BREAKOUT_RALLY,8.35,8.12,8.49,2.83,1.68,1.61,8.49,ENTER - closed above 8.49 resistance on 1.61x volume,True,False,,,,False,15.87,Ampco-Pittsburgh Corporation,Industrials,Metal Fabrication,"Ampco-Pittsburgh Corporation, together with its subsidiaries, engages in manufacture and sale of specialty metal products and customized equipment to commercial and industrial users worldwide. The company operates through two segments: Forged and Cast Engineered Products (FCEP); and Air and Liquid Processing (ALP). The FCEP segment produces forged hardened steel rolls, cast rolls, and forged engin"
APA,3mo,BREAKOUT_RALLY,44.87,42.73,45.09,5.01,0.49,2.2,45.09,ENTER - closed above 45.09 resistance on 2.2x volume,True,False,,,,False,10.55,APA Corporation,Energy,Oil & Gas E&P,"APA Corporation, an independent energy company, explores for, develops, and produces natural gas, crude oil, and natural gas liquids. The company has oil and gas operations in the United States, Egypt, and North Sea. It also has exploration and appraisal activities in Suriname, as well as holds interests in projects located in Uruguay and internationally. APA Corporation was incorporated in 1954 a"
APAC,3mo,NEAR_RESISTANCE_AVOID,10.26,10.18,10.26,0.79,0.0,0.39,10.26,WAIT - buy trigger is a close above 10.26,False,False,,,,,,StoneBridge Acquisition II Corp,Financial Services,Shell Companies,"StoneBridge Acquisition II Corporation does not have significant operations. The company focuses on effecting a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses in the Asia Pacific, Europe, the Middle East, and Africa. It targets electronic commerce, financial technology, software as a service, renew"
APACU,3mo,NEAR_RESISTANCE_AVOID,10.39,10.35,10.4,0.39,0.1,0.0,10.4,WAIT - buy trigger is a close above 10.4,False,False,,,,,,StoneBridge Acquisition II Corp,Financial Services,Shell Companies,"StoneBridge Acquisition II Corporation does not have significant operations. The company focuses on effecting a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses in the Asia Pacific, Europe, the Middle East, and Africa. It targets electronic commerce, financial technology, software as a service, renew"
APAM,3mo,NEAR_SUPPORT_BUY,36.68,35.81,39.73,2.43,8.32,2.61,35.81,ENTER - holding support at 35.81,True,False,,,,,,Artisan Partners Asset Manageme,Financial Services,Asset Management,"Artisan Partners Asset Management Inc. is publicly owned investment manager. It provides its services to pension and profit sharing plans, trusts, endowments, foundations, charitable organizations, government entities, private funds and non-U.S. funds, as well as mutual funds, non-U.S. funds and collective trusts. It manages separate client-focused equity and fixed income portfolios. The firm inve"
APC,3mo,NEAR_RESISTANCE_AVOID,18.82,18.36,19.04,2.51,1.17,2.11,19.04,WAIT - buy trigger is a close above 19.04,False,False,,,,,,ARKO Petroleum Corp.,Energy,Oil & Gas Refining & Marketing,"ARKO Petroleum Corp. operates as a fuel distributor in North America. The company operates through three segments: Wholesale, Fleet Fueling, and GPMP. The Wholesale segment supplies fuel to gas stations operated by third-party dealers, sub-wholesalers, and bulk and spot purchasers. The Fleet Fueling segment engages in the operation of proprietary and third-party cardlock locations that sell fuel t"
APD,3mo,NEUTRAL,284.18,268.44,311.58,5.86,9.64,2.45,311.58,NO SIGNAL - next trigger is a close above 311.58,False,False,,,,,,"Air Products and Chemicals, Inc",Basic Materials,Specialty Chemicals,"Air Products and Chemicals, Inc. provides atmospheric gases, process and specialty gases, equipment, and related services in the Americas, Asia, Europe, the Middle East, India, and internationally. The company produces atmospheric gases, including oxygen, nitrogen, and argon; process gases, such as hydrogen, helium, carbon dioxide, carbon monoxide, and syngas; and specialty gases for customers in "
APEI,3mo,RETEST_BUY,43.88,43.64,46.05,0.55,4.95,1.96,43.64,"ENTER - retest of 43.64 breakout level (1d ago), holding (tight prior base)",True,True,43.64,1.0,0.82,True,5.84,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,"American Public Education, Inc., together with its subsidiaries, provides online and campus-based postsecondary education services in the United States. It operates through three segments: American Public University System, Rasmussen University, and Hondros College of Nursing. The company offers 181 degree programs, 110 certificate programs, and four diploma programs in various fields of study, in"
APG,3mo,NEUTRAL,37.39,35.57,40.56,5.12,8.48,3.42,40.56,NO SIGNAL - next trigger is a close above 40.56,False,False,,,,,,APi Group Corporation,Industrials,Engineering & Construction,"APi Group Corporation provides fire and life safety, security, elevator and escalator, and specialty services worldwide. It operates in two segments, Safety Services and Specialty Services. The company offers fire protection solutions; electronic security systems; and elevators and escalators, including the design, installation, inspection, service, and monitoring of life safety systems to high te"
APH,3mo,NEAR_SUPPORT_BUY,77.55,76.35,80.01,1.57,3.17,2.68,76.35,ENTER - holding support at 76.35,True,False,,,,,,Amphenol Corporation,Technology,Electronic Components,"Amphenol Corporation, together with its subsidiaries, designs, manufactures, and markets electrical, electronic, and fiber optic connectors in the United States, China, and internationally. It operates through three segments: Communications Solutions, Harsh Environment Solutions, and Interconnect and Sensor Systems. The company offers connectors and connector systems, including high speed, radio f"
API,3mo,RETEST_BUY,4.0,3.9,4.09,2.56,2.25,1.39,3.9,"ENTER - retest of 3.9 breakout level (24d ago), holding",True,True,3.9,24.0,-0.0,False,23.8,"Agora, Inc.",Technology,Software - Application,"Agora, Inc., through its subsidiaries, engages in the operation of a real-time engagement platform-as-a-service in the United States, the People's Republic of China, and internationally. Its RTE-PaaS platform enables real-time engagement for concurrent end users which offers real-time engagement offerings, such as video calling, voice calling, live streaming, chat, signaling, conversational AI eng"
APLD,3mo,NEAR_SUPPORT_BUY,28.12,27.97,29.15,0.54,3.66,1.61,27.97,ENTER - holding support at 27.97,True,False,,,,,,Applied Digital Corporation,Technology,Information Technology Services,"Applied Digital Corporation designs, develops, and operates digital infrastructure solutions to high-performance computing (HPC) and artificial intelligence industries in North America. It operates through: Data Center Hosting, and HPC Hosting Business. The company provides energized infrastructure services to crypto mining customers; and cloud services to customers, such as AI and machine learnin"
APLE,3mo,NEAR_RESISTANCE_AVOID,15.58,15.48,15.85,0.65,1.73,2.18,15.85,WAIT - buy trigger is a close above 15.85,False,False,,,,,,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,"Apple Hospitality REIT, Inc. is a publicly traded real estate investment trust that owns one of the largest and most diverse portfolios of upscale, rooms-focused hotels in the United States. Apple Hospitality's portfolio consists of 216 hotels with approximately 29,500 guest rooms located in 83 markets throughout 37 states and the District of Columbia. Concentrated with industry-leading brands, th"
APLM,3mo,NEUTRAL,23.42,21.21,25.1,10.42,7.17,0.74,25.1,NO SIGNAL - next trigger is a close above 25.1,False,False,,,,,,Apollomics Inc.,Healthcare,Biotechnology,"Apollomics, Inc., a clinical-stage biopharmaceutical company, engages in the discovery and development of oncology therapies to harness the immune system and target specific molecular pathways to inhibit cancer. The company's products portfolio includes Vebreltinib (APL-101), an oral active, highly selective c-Met inhibitor, which is in Phase 2 clinical trials for treatment of non-small cell lung "
APMC,3mo,NEAR_RESISTANCE_AVOID,9.97,9.9,10.0,0.71,0.3,0.0,10.0,WAIT - buy trigger is a close above 10.0,False,False,,,,,,AmperCap Acquisition Company,Financial Services,Shell Companies,"AmperCap Acquisition Company focuses on effecting a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2025 and is based in New York, New York."
APMCU,3mo,NEAR_RESISTANCE_AVOID,10.02,10.01,10.04,0.1,0.2,0.0,10.04,WAIT - buy trigger is a close above 10.04,False,False,,,,,,AmperCap Acquisition Company,Financial Services,Shell Companies,"AmperCap Acquisition Company focuses on effecting a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2025 and is based in New York, New York."
APMD,3mo,NEAR_RESISTANCE_AVOID,29.0,25.13,29.15,15.4,0.52,9.5,29.15,WAIT - buy trigger is a close above 29.15,False,False,,,,,,"Apnimed, Inc.",Healthcare,Biotechnology,"Apnimed, Inc. operates as a clinical pharmaceutical company that develops and manufactures novel oral therapies that address the neurobiology of sleep-related breathing diseases in global markets. It offers AD109, an oral therapy designed to treat obstructive sleep apnea (OSA) by targeting the underlying neuromuscular dysfunction. The company was incorporated in 2017 and is headquartered in Cambri"
APO,3mo,NEAR_SUPPORT_BUY,125.91,122.72,134.8,2.6,7.06,2.21,122.72,ENTER - holding support at 122.72,True,False,,,,,,"Apollo Global Management, Inc. ",Financial Services,Asset Management,"Apollo Global Management, Inc. is a private equity firm specializing in investments in credit, private equity, infrastructure, secondaries and real estate markets. The firm prefers to invest in private and public markets. The firm's private equity investments include traditional buyouts, recapitalization, distressed buyouts and debt investments in real estate, corporate partner buyouts, distressed"
APOG,3mo,RETEST_BUY,36.8,36.56,40.11,0.66,8.99,2.99,36.56,"ENTER - retest of 36.56 breakout level (2d ago), holding",True,True,36.56,2.0,-0.14,False,9.32,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,"Apogee Enterprises, Inc. engages in the provision of architectural products and services for enclosing buildings, and glass and acrylic products used for preservation, protection, and enhanced viewing in the United States, Canada, and Brazil. It operates in four segments: Architectural Metals, Architectural Glass, Architectural Services, and Performance Surfaces. The Architectural Metals segment d"
APOS,3mo,NEAR_RESISTANCE_AVOID,25.55,24.96,25.7,2.36,0.59,1.12,25.7,WAIT - buy trigger is a close above 25.7,False,False,,,,,,"Apollo Global Management, Inc. ",,,
APP,3mo,NEAR_SUPPORT_BUY,308.06,305.28,326.2,0.91,5.89,2.43,305.28,ENTER - holding support at 305.28,True,False,,,,,,Applovin Corporation,Communication Services,Advertising Agencies,"AppLovin Corporation provides end-to-end artificial intelligence-powered advertising solutions for businesses in the United States and internationally. It operates through two segments, Advertising and Apps. The company offers Axon Ads Manager, a suite of marketing solutions that enables developers to automate, optimize, and manage marketing efforts; MAX, an in-app bidding technology that optimize"
APPF,3mo,NEUTRAL,214.63,200.57,227.96,7.01,6.21,1.58,227.96,NO SIGNAL - next trigger is a close above 227.96,False,False,,,,,,"AppFolio, Inc.",Technology,Software - Application,"AppFolio, Inc., together with its subsidiaries, provides cloud-based platform for the real estate industry in the United States. The company provides a cloud-based platform that assist with accounting, reporting, marketing, leasing, maintenance, workflow automation, and communication services. It offers AppFolio Property Manager Core, a platform that provides the accounting functionalities for sma"
APPN,3mo,NEUTRAL,37.52,33.28,39.26,12.74,4.64,1.53,39.26,NO SIGNAL - next trigger is a close above 39.26,False,False,,,,,,Appian Corporation,Technology,Software - Infrastructure,"Appian Corporation operates as a software company in the United States, Australia, Canada, France, Germany, India, Italy, Japan, Mexico, the Netherlands, Portugal, Singapore, Spain, Sweden, Switzerland, the United Kingdom, and internationally. The company offers The Appian Platform, an integrated automation platform that enables organizations to design, automate, and optimize critical business pro"
APPS,3mo,NEAR_SUPPORT_BUY,10.66,10.62,11.71,0.38,9.85,1.39,10.62,ENTER - holding support at 10.62,True,False,,,,,,"Digital Turbine, Inc.",Technology,Software - Application,"Digital Turbine, Inc., through its subsidiaries, operates a mobile growth platform for advertisers, publishers, carriers, and device original equipment manufacturers (OEMs). It operates through two segments, On Device Solutions and App Growth Platform. The company's application media platform delivers apps to end users through partnerships with wireless carriers and OEMs; and content media platfor"
APRE,3mo,NEAR_RESISTANCE_AVOID,0.76,0.71,0.78,7.04,2.63,0.2,0.78,WAIT - buy trigger is a close above 0.78,False,False,,,,,,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology,"Aprea Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on developing and commercializing novel synthetic lethality-based cancer therapeutics that targets DNA damage response pathways. Its lead product candidates are APR-1051, an orally bioavailable small-molecule inhibitor of WEE1 kinase that is in Phase 1 clinical trial for the treatment of patients with advanced solid tumo"
APT,3mo,NEUTRAL,5.11,4.88,5.44,4.71,6.46,2.43,5.44,NO SIGNAL - next trigger is a close above 5.44,False,False,,,,,,"Alpha Pro Tech, Ltd.",Industrials,Building Products & Equipment,"Alpha Pro Tech, Ltd., together with its subsidiaries, develops, manufactures, and markets a range of disposable protective apparel and infection control products in the United States and internationally. The company operates through two business segments, Building Supply and Disposable Protective Apparel. The Building Supply segment offers construction supply weatherization products, such as house"
APTV,3mo,RETEST_BUY,43.59,42.99,48.24,1.4,10.67,3.02,42.99,"ENTER - retest of 42.99 breakout level (13d ago), holding",True,True,42.99,13.0,-0.0,False,11.87,Aptiv PLC,Consumer Cyclical,Auto Parts,"Aptiv PLC, an industrial technology company, provides hardware and software solutions to support automotive and other industries in North America, Europe, the Middle East, Africa, the Asia Pacific, and South America. It operates through three segments: Advanced Safety and User Experience, Engineered Components, and Electrical Distribution Systems. The company offers active safety, user experience "
APUR,3mo,NEAR_RESISTANCE_AVOID,10.04,9.95,10.04,0.9,0.0,1.47,10.04,WAIT - buy trigger is a close above 10.04,False,False,,,,,,Aperture AC,Financial Services,Shell Companies,"Aperture AC, a blank check company, focuses on effecting a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2025 and is based in Los Angeles, California."
APUS,3mo,NEUTRAL,1.77,1.51,4.99,17.22,181.92,17.33,4.99,NO SIGNAL - next trigger is a close above 4.99,False,False,,,,,,"Apimeds Pharmaceuticals US, Inc",Healthcare,Drug Manufacturers - Specialty & Generic,"Apimeds Pharmaceuticals US, Inc. provides digital asset treasury solutions in bitcoin treasury infrastructure. The company was incorporated in 2020 and is based in Matawan, New Jersey. Apimeds Pharmaceuticals US, Inc. operates as a subsidiary of Inscobee., Inc."
APVO,3mo,NEUTRAL,1.84,1.71,2.77,7.6,50.54,2.09,2.77,NO SIGNAL - next trigger is a close above 2.77,False,False,,,,,,Aptevo Therapeutics Inc.,Healthcare,Biotechnology,"Aptevo Therapeutics Inc., a clinical-stage research and development biotechnology company, focuses on developing immunotherapeutic candidates for the treatment of various forms of cancer in the United States. The company develops its products using ADAPTIR and ADAPTIR-FLEX platforms to generate monospecific, bispecific, and multi-specific antibody candidates capable of enhancing the human immune s"
APWC,3mo,NEUTRAL,1.34,1.28,1.47,4.69,9.7,0.94,1.47,NO SIGNAL - next trigger is a close above 1.47,False,False,,,,,,Asia Pacific Wire & Cable Corpo,Industrials,Electrical Equipment & Parts,"Asia Pacific Wire & Cable Corporation Limited, through its subsidiaries, manufactures and distributes enameled wire, power cable, and telecommunications products in Thailand, Singapore, Australia, the People's Republic of China, Hong Kong, and the Asia Pacific region. The company offers copper rods; armored and unarmored low voltage power transmission cable, which is used to transmit electricity t"
APXT,3mo,NEAR_RESISTANCE_AVOID,10.14,10.08,10.19,0.6,0.49,3.14,10.19,WAIT - buy trigger is a close above 10.19,False,False,,,,,,Apex Treasury Corporation,Financial Services,Shell Companies,"Apex Treasury Corporation focuses on effecting a merger, amalgamation, share exchange, share purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2025 and is based in Vero Beach, Florida."
APXTU,3mo,NEAR_RESISTANCE_AVOID,10.3,10.23,10.5,0.68,1.94,0.0,10.5,WAIT - buy trigger is a close above 10.5,False,False,,,,,,Apex Treasury Corporation,Financial Services,Shell Companies,"Apex Treasury Corporation focuses on effecting a merger, amalgamation, share exchange, share purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2025 and is based in Vero Beach, Florida."
